1.000000000000000000e+00,9.475376981826801881e-01,7.478362205815503039e-01,-2.697183792756837478e-02,9.954231746087418564e-01,5.324387079455458194e-01,6.969117746583134432e-01,6.162644686895687451e-01,1.398899361165854283e-01,-2.146536728168421948e-01,3.962903349771190742e-01,4.031458282122023506e-01,3.935986938855277062e-01,3.988715161286053301e-01,4.595267039942159681e-01,4.576223137361059567e-01,4.614101868959431529e-01,4.576999335592702445e-01,-1.908377557829373516e-01,-2.073396793453654019e-01,1.611920200798041755e-02,-5.473171357045090307e-02,1.083217322780483105e-01,-1.221206398424679873e-01,-1.346584956195354676e-01,-9.900064234597159840e-02,-8.110681766248320490e-02,-3.529650301450834027e-01,-2.293112459680732296e-01,1.929200001341043746e-01,7.516139477027838911e-01,5.057533441738332192e-01,-4.753590709688442217e-01,-4.837623625645134928e-01,9.441466279880726953e-01,6.318742624058611979e-01,5.232174694233122647e-01,-1.177544789262989153e-02,1.401866675767943736e-02,1.860832306419482329e-01,-3.575615646376984359e-03,6.945176580683633076e-03,-4.017101994285763450e-02,5.908867895848234769e-02
9.475376981826801881e-01,1.000000000000000000e+00,8.041236624591892035e-01,-4.362067851999090751e-02,9.293009160546740199e-01,4.379377956165044217e-01,6.527721233118969346e-01,6.390065353566288797e-01,1.720547319409198028e-01,-2.765814149295252045e-01,5.005828143370564254e-01,5.304564314461261976e-01,4.980100059530282453e-01,5.266603094228280435e-01,5.665552984677907356e-01,5.647768019369989734e-01,5.915821214581747922e-01,5.883549000239525206e-01,-2.352012995833422659e-01,-2.207137807907651184e-01,-1.885246536570807721e-02,-8.620245039399798692e-02,4.792443900432138276e-02,-1.614627168684140412e-01,-1.774719011966588988e-01,-1.181658112197232768e-01,-9.254292512653682079e-02,-4.070709577945185731e-01,-2.581796405835035668e-01,2.810144136922174130e-01,7.811254078065177353e-01,4.426743133924128104e-01,-5.038703517472229443e-01,-5.135410604786654343e-01,9.391978042837179075e-01,7.029437181724087491e-01,6.198997603782616661e-01,-3.179162297359706263e-02,3.053070598454240073e-02,2.220825450420133573e-01,-1.225231447819350849e-03,5.437527652035733725e-03,-1.063949132590061020e-01,4.325795842652156026e-02
7.478362205815503039e-01,8.041236624591892035e-01,1.000000000000000000e+00,3.379709247072213568e-02,7.321594406252681653e-01,3.655278351592948227e-01,5.352584378364992901e-01,4.717656835722776609e-01,1.162534049705528510e-01,-8.237931411656355951e-02,2.224815788444480247e-01,2.305777798538114209e-01,2.208651488246077543e-01,2.283276367637530890e-01,3.629948623083530390e-01,3.618906991601330558e-01,3.735109629494288708e-01,3.715479742877854652e-01,-1.299401499024289974e-01,-1.665882134878724496e-01,3.690846476188477249e-02,-3.438014422203513470e-02,8.110453859493389761e-02,-4.291090278614213133e-02,-5.494717212509769161e-02,-4.993907633220044662e-02,-4.805833722415669279e-02,-5.234758076916090630e-01,-2.472332870930956938e-01,2.684601013158948724e-01,6.762382442171127606e-01,2.938102461663728016e-01,-4.365502123958158731e-01,-4.421005205791065373e-01,7.582798359439633096e-01,6.185780757859755674e-01,4.048452496423562419e-01,-3.506671082625949232e-02,3.837151180975496151e-02,1.241371194161528940e-01,1.907828734950456047e-03,7.939968149036169195e-03,1.943956400686113473e-01,4.823235122763878252e-02
-2.697183792756837478e-02,-4.362067851999090751e-02,3.379709247072213568e-02,1.000000000000000000e+00,-2.243673526183629502e-02,6.769433474424966374e-03,8.964652914035989295e-02,-1.264561369545996461e-01,8.710325192178010045e-01,8.339466519858593774e-01,4.658039448579411740e-02,1.563452580152457222e-02,4.912588635474880033e-02,2.032195707445722324e-02,-1.167215181993116850e-02,-1.110244356485292835e-02,-1.859688511712260378e-02,-1.628041420451608809e-02,7.528578155688568641e-02,1.526919221011842631e-01,1.230477895938735383e-01,1.061122721144411585e-01,8.213048067761251347e-02,7.349069615367485042e-01,7.931766199673377926e-01,6.947878568583656378e-01,7.389792117592913767e-01,-1.434102933655926060e-01,-1.213366743141989640e-01,-1.232256884671926490e-02,-3.217982739459908370e-02,-7.494340136443272682e-02,1.310287704400680542e-01,1.408755030773243822e-01,-2.167878848853728446e-02,-1.629708489861798545e-02,-1.795007259777313680e-01,-1.203706344711196266e-02,1.319427255497044801e-02,7.914166994777591668e-01,-6.449417226777828978e-03,4.703411562131587162e-03,-7.736811964535360124e-03,-2.902262742815204244e-01
9.954231746087418564e-01,9.293009160546740199e-01,7.321594406252681653e-01,-2.243673526183629502e-02,1.000000000000000000e+00,5.845462457673950007e-01,7.042850164331018181e-01,6.121058820768516817e-01,1.394517718426382669e-01,-2.055268293644409994e-01,3.858094507963001352e-01,3.898956579361657626e-01,3.830110291311051851e-01,3.852968755497074849e-01,4.483403702355912568e-01,4.463134362164157820e-01,4.474933515849907062e-01,4.433949236239196345e-01,-1.890410679961615492e-01,-2.021409994495717011e-01,2.194562367677273598e-02,-4.888697251658261078e-02,1.290225835544452360e-01,-1.167529922141787857e-01,-1.285026481471143178e-01,-9.450872828298501060e-02,-7.664415290242171386e-02,-3.392011696451852076e-01,-2.219433463550421481e-01,1.887295043326601141e-01,7.547731363995349163e-01,5.101004270209518188e-01,-4.738945803384168043e-01,-4.823713760389091165e-01,9.378487441845105854e-01,6.293929666769559894e-01,5.123476471789245590e-01,2.739110689987042657e-03,3.216257769746789889e-03,1.853459270554610183e-01,-5.386807630448395279e-03,7.069056878131164783e-03,-3.621365185255507463e-02,5.696719922422558563e-02
5.324387079455458194e-01,4.379377956165044217e-01,3.655278351592948227e-01,6.769433474424966374e-03,5.845462457673950007e-01,1.000000000000000000e+00,4.662631869833908649e-01,3.368187426916918192e-01,7.777177459080811261e-02,-7.544382527458017018e-02,1.735464261226783711e-01,1.616335552281866206e-01,1.702540738595297309e-01,1.551397860215538715e-01,2.135352589788064859e-01,2.106918993750658553e-01,1.979657952586940384e-01,1.912230435200500400e-01,-1.510521320015534574e-01,-8.801457831765330253e-02,7.288018349336680690e-02,-1.381667963213937221e-02,2.621499174594076886e-01,-5.211977780539210625e-02,-5.526835018026944601e-02,-3.678780170441087877e-02,-2.559089635596526260e-02,-1.859965753217377171e-01,-1.232294543890238431e-01,1.484515682397076208e-01,5.108243167240811289e-01,2.804168248823845633e-01,-3.653619948865432510e-01,-3.720350988336681430e-01,5.189398238925478912e-01,4.510952618089048571e-01,2.661743270421187413e-01,4.852539392961362913e-02,-4.259192649798022867e-02,1.044153546576193081e-01,4.686203998899191984e-06,4.345675458833365631e-03,1.530490341432545753e-02,1.034608817162867983e-03
6.969117746583134432e-01,6.527721233118969346e-01,5.352584378364992901e-01,8.964652914035989295e-02,7.042850164331018181e-01,4.662631869833908649e-01,1.000000000000000000e+00,2.948763748260418982e-01,9.981477820330042494e-02,-1.486232852219742939e-01,2.821816306594528423e-01,3.363876762606446413e-01,2.758216207429728950e-01,3.319946058175977099e-01,3.463320759541633764e-01,3.405861374167317712e-01,3.973814812347530867e-01,3.936221207396966570e-01,-9.454006400092052065e-02,4.055654183913683375e-01,3.650098492523094484e-01,1.952966641825571170e-01,3.082173371941969164e-01,-8.943836894299948478e-03,-7.533876841521563485e-03,7.879122849882090607e-02,1.528960502218471296e-01,-2.369225475356242228e-01,8.066176769842799132e-02,1.857334678022509455e-01,5.865114975418925791e-01,3.586289354790383466e-01,-3.487902531489598390e-01,-3.529570704667648884e-01,6.818939539999885335e-01,5.054243239877719285e-01,3.624163036131731741e-01,-1.530296557578767445e-02,1.818531335058355680e-02,1.668093497154240490e-01,1.476427861180251710e-02,-1.815905078902320391e-02,-1.048486072463737130e-02,2.022102115680284376e-02
6.162644686895687451e-01,6.390065353566288797e-01,4.717656835722776609e-01,-1.264561369545996461e-01,6.121058820768516817e-01,3.368187426916918192e-01,2.948763748260418982e-01,1.000000000000000000e+00,1.432929675683987381e-01,-2.452642696580931148e-01,4.296242432292242674e-01,4.961077565595369832e-01,4.312660764370058186e-01,4.952320918850174891e-01,4.630031449587589942e-01,4.655258721862905458e-01,5.546100566044374069e-01,5.542576405229653336e-01,-2.378058638329651198e-01,-3.364113417507682557e-01,-4.122818084379755166e-01,-1.175145719567106950e-01,-6.773530918005538082e-02,-1.737337779034702490e-01,-1.892773494942542323e-01,-1.534778436854207229e-01,-1.502562142656949651e-01,-2.683320718769430790e-01,-2.197093196255956171e-01,3.319892190467801374e-01,6.262763598880511928e-01,2.591995663198412569e-01,-4.131161163487611088e-01,-4.225635511892822382e-01,6.706257191112717786e-01,5.982986650783359561e-01,5.646556425287690972e-01,2.799128309018236033e-02,-1.757098727051285489e-02,1.579167180070374932e-01,-2.267432105805117920e-02,1.660468660791566964e-02,-1.258230459501179233e-01,-5.516760557434319950e-03
1.398899361165854283e-01,1.720547319409198028e-01,1.162534049705528510e-01,8.710325192178010045e-01,1.394517718426382669e-01,7.777177459080811261e-02,9.981477820330042494e-02,1.432929675683987381e-01,1.000000000000000000e+00,5.950455025305126933e-01,4.538268833011769310e-01,4.109099427326717291e-01,4.573671413944604414e-01,4.147955047685459862e-01,3.859703783613037675e-01,3.877525463962694374e-01,3.564024222563196287e-01,3.579703153374129143e-01,-1.517262405458580377e-01,-7.381972211580431487e-02,-1.212610627895585602e-02,-3.246060551241120723e-02,-2.476760591426905439e-02,5.921293924046935331e-01,6.338087214213208309e-01,6.026218916091296007e-01,6.558168868198230861e-01,-1.675376168544962241e-01,-2.547953136900016347e-01,1.516978507982701951e-01,1.692497002460717770e-01,2.937965326418138026e-02,-8.314927374997013731e-02,-8.069098046865035012e-02,1.916105334430874829e-01,2.053444835767932741e-01,1.860545612512010116e-01,9.405575312333764107e-03,-2.982329279940862301e-03,9.174183820730488215e-01,-1.419321046039402102e-02,1.263226202024261662e-02,-2.627325033067958726e-01,-2.826939380922187106e-01
-2.146536728168421948e-01,-2.765814149295252045e-01,-8.237931411656355951e-02,8.339466519858593774e-01,-2.055268293644409994e-01,-7.544382527458017018e-02,-1.486232852219742939e-01,-2.452642696580931148e-01,5.950455025305126933e-01,1.000000000000000000e+00,-4.455016702232036385e-01,-4.062756193586089526e-01,-4.425513358165826250e-01,-4.013399536219567909e-01,-4.558440989959106626e-01,-4.542333603476164661e-01,-4.142167165712547505e-01,-4.111516733185168748e-01,2.082761986835362511e-01,6.428598899011057910e-02,2.911319283207980391e-02,1.201801800208969762e-01,7.845940403839436750e-02,6.766770441743675812e-01,7.343371077495807198e-01,5.592002429806570696e-01,5.508820610595390743e-01,-7.501728558003070702e-02,-7.381414041514527957e-02,-1.720623664397569197e-01,-2.459776455713718057e-01,-1.690020081935982577e-01,2.984634616028515319e-01,3.119183334552458886e-01,-2.538743523131412605e-01,-2.481515010709400282e-01,-4.780070631940346315e-01,-1.115703891222907286e-02,4.953078823828350671e-03,4.919966591576523940e-01,-1.471869777143794238e-02,1.450792833486599931e-02,2.342841409935037811e-01,-1.995475931772265343e-01
3.962903349771190742e-01,5.005828143370564254e-01,2.224815788444480247e-01,4.658039448579411740e-02,3.858094507963001352e-01,1.735464261226783711e-01,2.821816306594528423e-01,4.296242432292242674e-01,4.538268833011769310e-01,-4.455016702232036385e-01,1.000000000000000000e+00,9.089117491682259242e-01,9.993143705722759007e-01,9.067996893459016050e-01,9.359696841113458454e-01,9.349691079844235642e-01,8.569463580442938655e-01,8.544444860996984747e-01,-4.020402309930766194e-01,-1.483964893163300658e-01,-4.153195725465166910e-02,-1.675388627306598210e-01,-1.105344450109083110e-01,-9.225597880026897846e-02,-1.092499200885516386e-01,4.969925211817281113e-02,1.190977072597363684e-01,-1.041333109804011003e-01,-1.996257650075865808e-01,3.600920506340956617e-01,4.633247702253949218e-01,2.214761137180532857e-01,-4.249591126081463943e-01,-4.371412640258383053e-01,4.972053327324131300e-01,5.057474349201588337e-01,7.381742620243597619e-01,2.246591773592469463e-02,-8.659831722134348625e-03,4.774226302949370337e-01,4.832898207520375960e-04,-2.057697653378092340e-03,-5.523171583728070377e-01,-9.252887959755150271e-02
4.031458282122023506e-01,5.304564314461261976e-01,2.305777798538114209e-01,1.563452580152457222e-02,3.898956579361657626e-01,1.616335552281866206e-01,3.363876762606446413e-01,4.961077565595369832e-01,4.109099427326717291e-01,-4.062756193586089526e-01,9.089117491682259242e-01,1.000000000000000000e+00,9.080252511488787759e-01,9.989027988122525237e-01,8.752869969820218365e-01,8.745497389272242073e-01,9.577753905270124379e-01,9.563808652132479438e-01,-3.941739847590794432e-01,-8.674108584981371495e-02,-8.901445740568648957e-02,-1.752018229981773534e-01,-1.286072415225286425e-01,-1.246101142066513567e-01,-1.430797809900925810e-01,1.887868196717569155e-02,8.992738972918301599e-02,-1.102432230952761771e-01,-1.453117085439833145e-01,4.114791382169731282e-01,5.082482200729860899e-01,1.992159671149708322e-01,-4.487507206896375056e-01,-4.620459874169233760e-01,5.256651583523030968e-01,5.689067323680656596e-01,7.937950590528298767e-01,1.766794570302522918e-02,-3.927945150029122333e-03,4.711559962079306940e-01,2.948087023468494352e-03,-6.063682788064505939e-03,-5.901946400090206657e-01,-1.152167865101923067e-01
3.935986938855277062e-01,4.980100059530282453e-01,2.208651488246077543e-01,4.912588635474880033e-02,3.830110291311051851e-01,1.702540738595297309e-01,2.758216207429728950e-01,4.312660764370058186e-01,4.573671413944604414e-01,-4.425513358165826250e-01,9.993143705722759007e-01,9.080252511488787759e-01,1.000000000000000000e+00,9.068994124646377886e-01,9.350452691487649570e-01,9.352515081390426754e-01,8.559936228792727198e-01,8.543516033102952489e-01,-3.997487835734608308e-01,-1.534984089917510175e-01,-4.574354767264591365e-02,-1.691971677862495749e-01,-1.144498131453686174e-01,-8.805113678866845206e-02,-1.053465311448760489e-01,5.364320129267553111e-02,1.222010863693255567e-01,-1.039291091519937427e-01,-2.026207386426940038e-01,3.596468280259558781e-01,4.610174138943436417e-01,2.197804167008947096e-01,-4.230233945306972054e-01,-4.351681753612927084e-01,4.947048107704468678e-01,5.036965891964190201e-01,7.365063938386381404e-01,2.283971224649715415e-02,-8.808159302004226615e-03,4.792468707725332511e-01,4.496113301804642842e-04,-1.958071313569764368e-03,-5.523848634176951045e-01,-9.462652353325284871e-02
3.988715161286053301e-01,5.266603094228280435e-01,2.283276367637530890e-01,2.032195707445722324e-02,3.852968755497074849e-01,1.551397860215538715e-01,3.319946058175977099e-01,4.952320918850174891e-01,4.147955047685459862e-01,-4.013399536219567909e-01,9.067996893459016050e-01,9.989027988122525237e-01,9.068994124646377886e-01,1.000000000000000000e+00,8.730355292781951659e-01,8.731770971001816539e-01,9.567636736106324147e-01,9.574014650874050902e-01,-3.900743970836602625e-01,-8.749857635995367255e-02,-9.137113202427370184e-02,-1.807333267188216130e-01,-1.365947360750881523e-01,-1.181330933186614529e-01,-1.369356497093161262e-01,2.519199359180800818e-02,9.542086422966916670e-02,-1.097662728762229395e-01,-1.460240004872995490e-01,4.107690617577208214e-01,5.043405969247467535e-01,1.961274453213538715e-01,-4.453534446534976321e-01,-4.585729476966064477e-01,5.217270014535307920e-01,5.657078105183616090e-01,7.908963883473196788e-01,1.796592192288640200e-02,-3.767561658788697206e-03,4.739982931047868608e-01,3.150877969771519009e-03,-6.208737397247779573e-03,-5.902216702768776635e-01,-1.184565792646696120e-01
4.595267039942159681e-01,5.665552984677907356e-01,3.629948623083530390e-01,-1.167215181993116850e-02,4.483403702355912568e-01,2.135352589788064859e-01,3.463320759541633764e-01,4.630031449587589942e-01,3.859703783613037675e-01,-4.558440989959106626e-01,9.359696841113458454e-01,8.752869969820218365e-01,9.350452691487649570e-01,8.730355292781951659e-01,1.000000000000000000e+00,9.992317627344856623e-01,9.020718723208812628e-01,8.995450402507269017e-01,-3.877580960600438553e-01,-1.343712093519756345e-01,3.435369667612766381e-02,-1.655131693063470744e-01,-9.505811135030825532e-02,-1.564725006160428977e-01,-1.760581329512935223e-01,-2.192888716833670329e-02,4.578627358308287598e-02,-1.560853077508427278e-01,-1.600762184296696811e-01,3.896233720356235275e-01,5.463180335949687771e-01,2.386483049766578990e-01,-4.884819800490692310e-01,-5.018089617290001359e-01,5.647557298043369700e-01,5.784190354869761519e-01,7.813219325153285544e-01,4.068870352837650195e-02,-2.096231566036903943e-02,3.960752423034797909e-01,8.273689675591814133e-04,1.164943741038518624e-03,-3.958284252902320999e-01,-7.091654222334192736e-02
4.576223137361059567e-01,5.647768019369989734e-01,3.618906991601330558e-01,-1.110244356485292835e-02,4.463134362164157820e-01,2.106918993750658553e-01,3.405861374167317712e-01,4.655258721862905458e-01,3.877525463962694374e-01,-4.542333603476164661e-01,9.349691079844235642e-01,8.745497389272242073e-01,9.352515081390426754e-01,8.731770971001816539e-01,9.992317627344856623e-01,1.000000000000000000e+00,9.014438340508638126e-01,8.999469334601128967e-01,-3.851713285050650248e-01,-1.392284224759732791e-01,3.069603272346031406e-02,-1.672041807071034114e-01,-9.902973539435072636e-02,-1.539901064108732121e-01,-1.740006635735481255e-01,-1.956923622761242570e-02,4.727045627358628099e-02,-1.556737685912918945e-01,-1.621487033196245819e-01,3.893069630913066903e-01,5.446494181714477412e-01,2.376205583224924311e-01,-4.868117212174597475e-01,-5.001176969488567714e-01,5.629669763485407596e-01,5.768414866291579068e-01,7.802773699450371581e-01,4.071853776599219932e-02,-2.052544693078269325e-02,3.962783705444846705e-01,1.009143945897299178e-03,6.548939444096438375e-04,-3.958531734674766156e-01,-7.231927296317870735e-02
4.614101868959431529e-01,5.915821214581747922e-01,3.735109629494288708e-01,-1.859688511712260378e-02,4.474933515849907062e-01,1.979657952586940384e-01,3.973814812347530867e-01,5.546100566044374069e-01,3.564024222563196287e-01,-4.142167165712547505e-01,8.569463580442938655e-01,9.577753905270124379e-01,8.559936228792727198e-01,9.567636736106324147e-01,9.020718723208812628e-01,9.014438340508638126e-01,1.000000000000000000e+00,9.987891305908151995e-01,-3.709521480642862801e-01,-7.722469945432069993e-02,-8.726880358983764296e-02,-1.635545566611647794e-01,-1.096970846198094679e-01,-1.690917527195100190e-01,-1.885229506068062666e-01,-3.464764090736072860e-02,3.373335070091852683e-02,-1.703606557701871915e-01,-1.098530063104590365e-01,4.390303889424139738e-01,5.901401549750859843e-01,2.044019921979722820e-01,-5.011604950327938068e-01,-5.152599050907089584e-01,5.893514530173135091e-01,6.426681420312031490e-01,8.208788518089321640e-01,3.319165939157221745e-02,-1.300742117967328658e-02,3.972768719346250754e-01,2.184249353411627306e-03,-2.773030005021300329e-03,-4.115122231637698968e-01,-1.007966247862299852e-01
4.576999335592702445e-01,5.883549000239525206e-01,3.715479742877854652e-01,-1.628041420451608809e-02,4.433949236239196345e-01,1.912230435200500400e-01,3.936221207396966570e-01,5.542576405229653336e-01,3.579703153374129143e-01,-4.111516733185168748e-01,8.544444860996984747e-01,9.563808652132479438e-01,8.543516033102952489e-01,9.574014650874050902e-01,8.995450402507269017e-01,8.999469334601128967e-01,9.987891305908151995e-01,1.000000000000000000e+00,-3.660562197480834445e-01,-7.740055987933441850e-02,-8.982530886614113752e-02,-1.689585721860741574e-01,-1.177852300667032448e-01,-1.645848583252065567e-01,-1.845418837072959894e-01,-2.996526261528036084e-02,3.757641549610529763e-02,-1.693959732245352845e-01,-1.094402867090188552e-01,4.380532065903328665e-01,5.863150071949166930e-01,2.019092381681012460e-01,-4.972635928267356564e-01,-5.112877733507475986e-01,5.857504636970609635e-01,6.393368606411841126e-01,8.180498785072857215e-01,3.279620484430011140e-02,-1.184661572281925541e-02,3.978517381254903507e-01,2.739350119483152744e-03,-3.802557689075895982e-03,-4.116896945236857563e-01,-1.032342458823547054e-01
-1.908377557829373516e-01,-2.352012995833422659e-01,-1.299401499024289974e-01,7.528578155688568641e-02,-1.890410679961615492e-01,-1.510521320015534574e-01,-9.454006400092052065e-02,-2.378058638329651198e-01,-1.517262405458580377e-01,2.082761986835362511e-01,-4.020402309930766194e-01,-3.941739847590794432e-01,-3.997487835734608308e-01,-3.900743970836602625e-01,-3.877580960600438553e-01,-3.851713285050650248e-01,-3.709521480642862801e-01,-3.660562197480834445e-01,1.000000000000000000e+00,2.050733262463549644e-01,7.242526973106015731e-02,2.043306599646672883e-01,1.072133846741659124e-01,1.763656239071880183e-01,1.685742269336989729e-01,1.071356051259230446e-01,6.813670135744481771e-02,9.537225341780472543e-02,1.424978034454172093e-01,-2.093667428710056511e-01,-2.864839247953360757e-01,-7.923974137847868138e-02,3.287752399914717905e-01,3.355606516349527446e-01,-2.555401302934657282e-01,-3.083552147700754364e-01,-3.722807639109595446e-01,-5.525136765960124256e-03,2.653809459961542494e-02,-1.673668177383799138e-01,-2.331892533897849881e-02,-2.224255446166810077e-02,2.965327680739170413e-01,6.530719309230884062e-02
-2.073396793453654019e-01,-2.207137807907651184e-01,-1.665882134878724496e-01,1.526919221011842631e-01,-2.021409994495717011e-01,-8.801457831765330253e-02,4.055654183913683375e-01,-3.364113417507682557e-01,-7.381972211580431487e-02,6.428598899011057910e-02,-1.483964893163300658e-01,-8.674108584981371495e-02,-1.534984089917510175e-01,-8.749857635995367255e-02,-1.343712093519756345e-01,-1.392284224759732791e-01,-7.722469945432069993e-02,-7.740055987933441850e-02,2.050733262463549644e-01,1.000000000000000000e+00,5.354617413902501566e-01,3.592551061843728966e-01,2.832936638757445058e-01,1.423088581382842555e-01,1.637717136207078039e-01,2.531108523340285799e-01,3.535858942936591642e-01,1.292022741585003298e-01,5.285777757887417660e-01,-7.368463162055953475e-02,-1.773192403558648544e-01,-1.065293177482801584e-01,2.108635447427998355e-01,2.180379028411492115e-01,-2.108156953651019461e-01,-1.617879488293237078e-01,-2.126141229973796398e-01,-1.543655148641594546e-02,1.547507342540092694e-02,-3.638236541397139173e-02,2.161877866424011252e-02,-3.165614129870958360e-02,6.799358250070522414e-02,-3.435270825379363457e-02
1.611920200798041755e-02,-1.885246536570807721e-02,3.690846476188477249e-02,1.230477895938735383e-01,2.194562367677273598e-02,7.288018349336680690e-02,3.650098492523094484e-01,-4.122818084379755166e-01,-1.212610627895585602e-02,2.911319283207980391e-02,-4.153195725465166910e-02,-8.901445740568648957e-02,-4.574354767264591365e-02,-9.137113202427370184e-02,3.435369667612766381e-02,3.069603272346031406e-02,-8.726880358983764296e-02,-8.982530886614113752e-02,7.242526973106015731e-02,5.354617413902501566e-01,1.000000000000000000e+00,1.343533639529181367e-01,1.825277012627596063e-01,8.587359570281814791e-02,9.811641869970327834e-02,1.486523461085275943e-01,2.100230520661013067e-01,-6.636270047161535630e-03,2.001018097532736018e-01,-3.613252977258704646e-02,-1.967685332051690664e-03,3.427417425570277593e-02,1.070085782706846345e-02,1.421764441700244970e-02,-3.261603763110482428e-03,-2.806165828011293606e-02,-9.465550235310080107e-02,-1.641639032216743802e-02,1.253253117744222364e-02,1.695920634500603860e-02,2.069413247404418288e-02,-2.077149342494601092e-02,6.865929215108293460e-02,-6.849187981524367929e-04
-5.473171357045090307e-02,-8.620245039399798692e-02,-3.438014422203513470e-02,1.061122721144411585e-01,-4.888697251658261078e-02,-1.381667963213937221e-02,1.952966641825571170e-01,-1.175145719567106950e-01,-3.246060551241120723e-02,1.201801800208969762e-01,-1.675388627306598210e-01,-1.752018229981773534e-01,-1.691971677862495749e-01,-1.807333267188216130e-01,-1.655131693063470744e-01,-1.672041807071034114e-01,-1.635545566611647794e-01,-1.689585721860741574e-01,2.043306599646672883e-01,3.592551061843728966e-01,1.343533639529181367e-01,1.000000000000000000e+00,7.768439137829789010e-01,1.637611278265539150e-01,1.683991390499967877e-01,1.755337696291921490e-01,1.876986702572683019e-01,5.994639536655781142e-02,2.434806711041670735e-01,-7.753680130289318517e-02,-8.521866945083875211e-02,-2.589734706564167030e-02,1.692912605155664496e-01,1.754584930666840403e-01,-8.374613804520950056e-02,-1.069993643777171211e-01,-1.882324672575802216e-01,4.627440373638905952e-02,-5.926989166107644869e-02,-4.659002251541875111e-02,-7.044821160396805282e-02,7.441105877630863064e-02,1.055682869825927683e-01,-2.661871229742797731e-02
